titleHebrew,titleEnglish,genre,CEFR,hebrew,english,hebrewNoNiqqud
,The Role of Travel in Self-Discovery,travel,B2,,,
,The Space Race,history,B2,,,
,The Spanish Civil War,history,B2,,,
,The Spanish Empire,history,B2,,,
,The Theory of Evolution,science,B2,,,
,The Uncanny Valley,psychology,B2,,,
,The United Nations,politics,B2,,,
,Tokyo,travel,B2,,,
,Vegetarian Cooking,food,B2,,,
,What is Beauty?,philosophy,B2,,,
,Why I Collect Maps,monologue,B2,,,
,World War I,history,B2,,,
,World War II,history,B2,,,
,World-Building,fantasy,B2,,,
,Zen Buddhism,philosophy,B2,,,
,Alan Watts,biography,C,,,
,An Enemy of the People,drama,C,,,
,Authoritarian Populism,politics,C,,,
,Catching Up After Years Apart,dialogue,C,,,
,Colonialism,history,C,,,
,Death in Philosophy,philosophy,C,,,
,Envy,psychology,C,,,
,Existentialism,philosophy,C,,,
,Fascism,politics,C,,,
,Fermented Foods,food,C,,,
,Free Will,philosophy,C,,,
,Horseshoe Theory,politics,C,,,
,Identity,psychology,C,,,
,Impermanence,philosophy,C,,,
,Marxism,politics,C,,,
,Nothingness,philosophy,C,,,
,Peer Gynt,drama,C,,,
,Political Satire,politics,C,,,
,Sigmund Freud,biography,C,,,
,Social Welfare States,politics,C,,,
,Socratic Philosophy,philosophy,C,,,
,"Synecdoche, New York",psychology,C,,,
,The Banality of Evil,philosophy,C,,,
,The Constitution of Spain,politics,C,,,
,The Good Life,philosophy,C,,,
,The History of Disinformation,history,C,,,
,The Kafkaesque,drama,C,,,
,The Legend of Zelda - Ocarina of Time,culture,C,,,
,The Metamorphosis,drama,C,,,
,The Paradox of Choice,psychology,C,,,
,The Philosophy of Second Languages,philosophy,C,,,
,The Weight of Ordinary Lives,dialogue,C,,,
,The Wild Duck,drama,C,,,
,Time Travel,fantasy,C,,,
,White Lies,philosophy,C,,,
